HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.field1,Answer.field2,Approve,Reject
Can You Ping?, no, Test Simple Network

Can You Ping?, yes, Can You Ping?",,

3JMNNNO3B1ZEJCMI51VUC5LSKFWW27,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3TGOYF991YHDX449JNV1OKQ45R4UUH,A3C2QUMRIR1KKE,Approved,Mon Dec 05 19:27:32 PST 2016,Mon Dec 05 19:42:36 PST 2016,Thu Dec 08 19:42:36 PST 2016,Mon Dec 05 19:45:01 PST 2016,,,904,100% (19/19),0% (0/0),0% (0/0),http://www.indezine.com/products/powerpoint/learn/flowcharts/images/basicflowchart-mac-13.gif,"Rounded Rectangle: Start

Rhombus: Are you happy?

Rectangle: Very good, have a great day!

Rounded Rectangle: Stop

Rhombus: Want to be happy?

Rectangle: Very good, then you are already happy

Rectangle: Gosh! Start all over again","Start, Null, Are you happy?

Are you happy?, Yes, Very good, have a great day!

Are you happy?, No, Want to be happy?

Very good, have a great day!, Null, Stop

Want to be happy?, Null, Stop

Want to be happy?, No, Gosh! Start all over again

Gosh! Start all over again, Null, Start",,

3KL228NDMVHD3608F2XGQYLY7RTGKF,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3U5NZHP4LSXV0DQT22P8VZEF323HP0,A3C2QUMRIR1KKE,Approved,Mon Dec 05 17:38:34 PST 2016,Mon Dec 05 17:53:45 PST 2016,Thu Dec 08 17:53:45 PST 2016,Mon Dec 05 18:07:16 PST 2016,,,911,100% (19/19),0% (0/0),0% (0/0),http://www.indezine.com/products/powerpoint/learn/flowcharts/images/basicflowchartmsoffice-11.gif,"Rounded rectangle: Start

Rhombus: Are you happy?

Rectangle: Very good, have a great day!

Rounded Rectangle: Stop

Rhombus: Want to be happy?

Rectangle: Very good, then you are already happy

Rectangle: Gosh! Start all over again","Start, Null, Are you happy?

Are you happy?, Yes, Very good, have a great day!

Are you happy?, No, Want to be happy?

Very good, have a great day!, Null, Stop

Want to be happy?, Yes, Very good, then you are already happy

Want to be happy?, No, Gosh! Start all over again

Very good, then you are already happy, Null, Stop

Gosh! Start all over again, Null, Start",,

3NQUW096N63982VIMW37DHCQSE3L9W,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3IRIK4HM3BFW9ZX81ECYE8QIV5H6CJ,AO67HSBHKPIHX,Approved,Mon Dec 05 19:52:33 PST 2016,Mon Dec 05 20:06:15 PST 2016,Thu Dec 08 20:06:15 PST 2016,Mon Dec 05 20:09:07 PST 2016,,,822,100% (8/8),0% (0/0),0% (0/0),http://www.rff.com/process-flow-diagram.png,"Enter text here... oval :start the process.



 Rectangles: instructions or actions.



Diamonds: we must make a decision. if yes go to process( Rectangles)



( Rectangles) if no go to other process



Rectangles: go to  process



oval : end of a process.","Start, Null, Process Step

Process Step, Null, Process Step

Process Step, Null, Process Step

Pricess Step, Null, Decision?

Decision?, Yes, Process Step

Process Step, Null, Process Step

Decision?, No, Process Step

Process Step, Null, Process Step

Process Step, NUll, End",,

3KA7IJSNW60INGPDC8AAL4G0LO7BPU,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3QHK8ZVMINDVIF89AIM5S72X3F8BLR,A3C2QUMRIR1KKE,Approved,Mon Dec 05 20:36:10 PST 2016,Mon Dec 05 20:45:15 PST 2016,Thu Dec 08 20:45:15 PST 2016,Mon Dec 05 20:54:27 PST 2016,,,545,100% (19/19),0% (0/0),0% (0/0),http://www.mdcegypt.com/pages/Management%20Approaches/Business%20Process%20Reengineering/BPR%20Flowcharts/BPR%20Fl2.jpg,"Oval: 1 Start

Rhombus: 2 Decision

Rectangle: 5 Action

Rectangle: 3 Action

Rectangle: 6 Action

Rectangle: 4 Action

Rhombus: 7 Decision

Oval: 8 End","1 Start, Null, 2 Decision

2 Decision, Yes, 3 Action

2 Decision, No, 5 Action

3 Action, Null, 4 Action

4 Action, Null, 8 End

5 Action, Null, 6 Action

6 Action, Null, 7 Decision 

7 Decision, Yes, 8 End

7 Decision, No, 5 Action",,

3X7837UUADTGVT5KL4OIDS8WYOQ6J4,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3G5W44VEU8DGPQY2542IEIGFUSPGK4,A3C2QUMRIR1KKE,Approved,Mon Dec 05 18:48:42 PST 2016,Mon Dec 05 19:10:10 PST 2016,Thu Dec 08 19:10:10 PST 2016,Mon Dec 05 19:29:35 PST 2016,,,1288,100% (19/19),0% (0/0),0% (0/0),http://www.biz-development.com/ToolBox/p10.02.1.gif,"Elipse: Start

Rhombus: Lamp Works

Rectangle: Check bulb

Rhombus: Lamp works

Rectangle: check Battery

Rhombus: Lamp works

Rectangle: Buy new lamp

Elipse: End","Start, Null, Lamp Works

Lamp Works, Yes, End

Lamp Works, No, Check bulb

Check bulb, Null, Lamp Works

Lamp Works, Yes, End

Lamp Works, No, check Battery

check Battery, Null, Lamp Works

Lamp Works, Yes, End

Lamp Works, No, Buy new lamp

Buy new lamp, Null, End",,
